resp_id,aes_canton,aes_langreg,t0sex,t0fmedu_comp,t0immig,t1bqvalids,t2bqvalids,t3bqvalids,t1wt,t2wt,t3wt,t0hisei08_3q,t0wlem_3q,t0st_nprog_req3,t1educ_class_1_r,t2educ_class_1_r,t3educ_class_1_r
1012942,Zug (ZG),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),No valid response,No valid response,Valid response,,,7.158698394366944,High,Medium,High requirements,,,General baccalaureate
1012943,St. Gallen (SG),German,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,8.182177026748304,7.445635566899007,8.573067521221008,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1012945,Aargau (AG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,18.59420773414273,20.54729230110882,20.17251425474203,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1012946,Appenzell Innerrhoden (AI),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.655767027044717,1.704780930253019,1.593948003276431,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1012948,Thurgau (TG),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,28.11449449048442,28.53848443479778,28.32832564333476,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1012951,Zurich (ZH),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.822931971746944,5.328233513160747,5.043891278423941,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1012956,Zug (ZG),German,Female,,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,2.328133934626625,2.172906350678456,2.59178709336452,Medium,High,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1012962,Lucerne (LU),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,29.34416009833829,25.42026314670656,22.219411985035,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,10th school year,2 years VET,2 years VET
1012965,Berne (BE),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,25.73857777213147,21.90776719011406,27.01933131738677,High,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1012976,Lucerne (LU),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,10.56690779889565,9.944115246156997,9.334362036802206,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1012979,Fribourg (FR),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.61954357593843,7.321774038469187,7.74016308888004,High,High,High requirements,Other intermediate solution,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1012981,Valais (VS),French,Female,,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,.84347862820624,.7625693875344904,.8918676213800834,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,10th school year,3-4 years VET,3-4 years VET
1012982,Zurich (ZH),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,10.74067916356127,8.571913202948377,6.646184602339027,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1012986,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,not administered [wave],.0877642087237219,,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
1012987,St. Gallen (SG),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,12.06614482563912,8.954483158191964,,Medium,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,3-4 years VET,
1012988,Basel-Stadt (BS),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.460627910419149,1.676577805237011,1.510257624799368,High,Medium,High requirements,General baccalaureate,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1012989,Jura (JU),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,16.0932698808618,15.98818539161036,17.81507462555858,Medium,High,High requirements,3-4 years VET,3-4 years VET,3-4 years VET
1012991,Valais (VS),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.099320450538798,1.447278593647121,1.535293663998931,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1012995,Neuchâtel (NE),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,14.35037583402619,14.24756528244284,16.45075913126718,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,General baccalaureate,General baccalaureate,General baccalaureate
1012998,Lucerne (LU),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",No valid response,Valid response,No valid response,,78.75357637905225,,High,Low,Basic/low requirements,,2 years VET,
1012999,Obwalden (OW),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.25402648328939,3.033063657623037,3.979760117800041,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013000,Graubünden (GR),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.758519323827951,1.421688232770776,1.6341076342964,Medium,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013005,Uri (UR),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.70090634897706,7.177933856953497,4.522499339623714,High,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013006,Berne (BE),French,Male,,Native (at least 1 parent born in Switzerland),No valid response,Valid response,Valid response,,2.907745729710927,2.257083237161939,,Low,Basic/low requirements,,3-4 years VET,3-4 years VET
1013008,Fribourg (FR),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,4.126178585184888,5.8515703860602,,Medium,High,Advanced requirements & Alternative/non-assignable study programme,Other intermediate solution,Other intermediate solution,
1013011,Valais (VS),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,3.348167953637503,2.42892753040331,,High,High,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,
1013013,Basel-Landschaft (BL),German,Male,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",No valid response,No valid response,Valid response,,,16.25623240134281,Low,Medium,Basic/low requirements,,,3-4 years VET
1013014,Basel-Landschaft (BL),German,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,No valid response,10.73993342502953,7.752303146173233,,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,10th school year,"Other general education programme (specialized middle school, Waldorf)",
1013017,Zug (ZG),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.1454774944794228,,,Medium,High,High requirements,General baccalaureate,,
1013019,Thurgau (TG),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.729853269799436,5.115687116713068,4.22900290500286,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013023,Zurich (ZH),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.945484218707016,8.03239343908392,10.36317718524338,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013027,St. Gallen (SG),German,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,6.816417122563565,5.927175800695475,5.994910772695777,Low,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013028,Berne (BE),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,65.38373380414679,65.24190183003354,60.0954903449578,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013030,Basel-Landschaft (BL),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.157336218596188,6.039231213034707,7.799659453572059,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013033,Appenzell Ausserrhoden (AR),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.7616008516900524,.7970148226551461,.8059175788387557,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013036,Uri (UR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.401515894230736,1.716648968979824,1.036526499565814,Medium,High,High requirements,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013040,Vaud (VD),French,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,32.51838588540825,26.12161359920095,29.23006152022953,Medium,High,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,3-4 years VET
1013043,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,7.181061263664731,5.445287858243162,,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,
1013044,Jura (JU),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.619138607469698,1.077323865087748,1.484845046486531,Low,High,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013045,Zurich (ZH),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,20.42481745554782,21.2811956292217,21.1980042297479,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013046,Valais (VS),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.271726661199539,1.871784883696909,2.400211880876298,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013047,Aargau (AG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.369258664489054,8.467902641747596,7.714479992243478,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013049,Zurich (ZH),German,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,20.38860285711251,18.43355848520392,16.92343361869789,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013050,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.788407906507709,9.353246930460422,9.678512558951889,Low,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013052,Jura (JU),French,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.960333938098668,2.032868908590539,3.666247054330957,Low,Low,Basic/low requirements,3-4 years VET,NET,Internship
1013056,Graubünden (GR),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.208703647663773,5.646594306645898,3.647756074504678,Low,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013060,Graubünden (GR),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.016694313032943,3.85002448035505,3.237948676958395,Low,Low,Basic/low requirements,NET,3-4 years VET,3-4 years VET
1013063,Berne (BE),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.520842838058077,1.598839092851069,1.630403118622632,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013064,Nidwalden (NW),German,Female,,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.663725190211227,2.95262524600248,1.730366955640646,High,Medium,Advanced requirements & Alternative/non-assignable study programme,NET,NET,3-4 years VET
1013065,Fribourg (FR),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,9.287581371608519,6.745996100560569,,High,Medium,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,3-4 years VET,
1013069,Zug (ZG),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,12.17456555874229,7.438136056064131,7.887860070959592,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013071,Valais (VS),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,.5667955215320651,.3739775468988009,.3176529438426571,Medium,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013073,St. Gallen (SG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.387909179079075,6.505531011056608,6.29474843283634,Low,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013078,St. Gallen (SG),German,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,8.394778719799197,,,Low,Medium,Basic/low requirements,Other intermediate solution,,
1013079,Ticino (TI),Italian,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,not administered [wave],not administered [wave],4.141128448099916,,,Medium,Low,Basic/low requirements,Other intermediate solution,,
1013083,Basel-Stadt (BS),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,6.931718833990089,10.94443039610646,8.123346408732564,Low,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013084,Thurgau (TG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.209801949165502,5.426218706961762,5.514194193404171,High,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013086,Jura (JU),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.309170820368037,1.073181611728066,1.278593149505951,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013088,Geneva (GE),French,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,13.28073808684778,13.28341709995904,12.85037530224185,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013089,Jura (JU),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.284489789455598,3.06122139046705,4.760808373288221,Low,Low,Basic/low requirements,10th school year,NET,Internship
1013092,Jura (JU),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.172715760014554,3.087282804327328,3.43109521575682,Medium,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013094,Zug (ZG),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.963711538496492,2.600372307147682,3.853927108789845,Low,Low,Basic/low requirements,2 years VET,2 years VET,NET
1013099,Berne (BE),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,56.63042454449679,45.89601437015356,40.44349387353856,High,Medium,High requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013101,Vaud (VD),French,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,34.38267153576089,29.40160626959581,28.70741088371454,Low,Low,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013102,Graubünden (GR),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.33033045420536,3.517410768418091,3.282242253152725,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013105,Valais (VS),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.2386058892377631,.1879307025185677,.1905736470659893,Medium,High,High requirements,Other intermediate solution,General baccalaureate,General baccalaureate
1013106,Berne (BE),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,13.04993087286779,12.11355912495286,13.24622228497549,Low,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013108,Valais (VS),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.4892392195272678,.4334661928601848,.4422303616295518,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013109,Valais (VS),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,1.867523334937539,1.508030119638718,1.829288435496331,Low,Low,Advanced requirements & Alternative/non-assignable study programme,10th school year,3-4 years VET,3-4 years VET
1013112,St. Gallen (SG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,5.189913447130804,4.843352966521183,,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,
1013114,Vaud (VD),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,22.11967588573084,21.46957629757621,30.07579643572596,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,Other intermediate solution,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013115,Neuchâtel (NE),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.596837435120699,3.456666048864129,4.100815526911445,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013116,Schwyz (SZ),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.130053303134924,3.774304858504393,4.071411824010083,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013117,Basel-Stadt (BS),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,8.503375259915734,10.06778755905799,,Low,Low,Basic/low requirements,10th school year,2 years VET,
1013118,Geneva (GE),French,Male,Upper secondary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,9.197798298322009,6.350039925366078,7.005522231019017,Medium,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
1013119,Geneva (GE),French,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,not administered [wave],25.12511665618663,19.95320731325074,,Medium,Medium,High requirements,General baccalaureate,General baccalaureate,
1013122,Geneva (GE),French,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,17.34475505322418,14.77270379533409,15.33251172978084,Medium,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013125,Zurich (ZH),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,15.221943363588,11.84109328321472,8.793172625462276,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013126,Appenzell Ausserrhoden (AR),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.6577457408426168,.7110010767734825,.614064253623362,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013127,Geneva (GE),French,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,9.242790656409133,10.56918798044406,9.479321576097048,Low,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013130,Basel-Landschaft (BL),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,8.340084336625479,7.586860764481091,,High,Low,Basic/low requirements,3-4 years VET,NET,
1013132,Nidwalden (NW),German,Male,Compulsory schooling only,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,4.647434633768706,2.243174207641443,3.624726949703752,Low,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013135,Aargau (AG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,8.246955948866463,8.566134474844548,10.71992168649891,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013136,St. Gallen (SG),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.270166859693211,4.46419300363886,4.451209820252916,Low,Low,Basic/low requirements,Other intermediate solution,3-4 years VET,3-4 years VET
1013141,Aargau (AG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.690546384609344,6.761169116216356,8.303231607916885,Low,Low,Advanced requirements & Alternative/non-assignable study programme,Other intermediate solution,3-4 years VET,3-4 years VET
1013144,Fribourg (FR),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,14.71295641409882,13.71264658293813,11.98512840924276,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013145,Fribourg (FR),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,5.62351172101767,5.349599540547935,,Medium,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,
1013156,Zurich (ZH),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,14.63441301082414,13.98892578211741,,Medium,Medium,Basic/low requirements,General baccalaureate,General baccalaureate,
1013157,Aargau (AG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,11.8421520003803,16.55320725509315,10.42761053395696,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013158,Zurich (ZH),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,19.53596235138427,14.90967952515603,15.57105075545151,Low,Low,Basic/low requirements,Internship,3-4 years VET,3-4 years VET
1013159,Valais (VS),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.6990006679482396,.6036688520405221,.6816349629681017,Medium,High,High requirements,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013160,Schwyz (SZ),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,15.93597330519294,16.74558348596366,18.9144195965029,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,NET,NET
1013161,Valais (VS),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,.6224871186475434,.5260282378322453,,High,Medium,High requirements,General baccalaureate,General baccalaureate,
1013164,Lucerne (LU),German,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",No valid response,Valid response,No valid response,,22.57428381457789,,Medium,Low,Basic/low requirements,,NET,
1013165,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.184874490223615,8.674148177534855,8.782458100287117,High,Low,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013169,St. Gallen (SG),German,Male,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,No valid response,No valid response,.1218251480817367,,,Low,Low,Basic/low requirements,3-4 years VET,,
1013171,Fribourg (FR),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.026071170556614,9.853620242566615,9.008888641824052,Low,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1013172,Zurich (ZH),German,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,8.545746074070435,8.795996557695265,7.92201415893438,High,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013175,Thurgau (TG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,5.313505478995331,4.928047480777122,,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,
1013177,Aargau (AG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,13.97888363264435,13.04138338740661,13.25556428769858,Low,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013181,Zurich (ZH),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,8.454524038678079,9.626217300645303,8.480141673527124,High,Medium,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1013182,Valais (VS),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.313644881965755,1.910313288886798,2.322479439656589,Low,Medium,High requirements,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
1013183,Fribourg (FR),German,Female,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,not administered [wave],1.635004885143844,1.479456970587885,,High,Medium,High requirements,General baccalaureate,General baccalaureate,
1013190,Jura (JU),French,Male,,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,3.55515314830152,,,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
1013191,Vaud (VD),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,31.90536596571623,32.8009434428436,32.06134838091823,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013194,Basel-Landschaft (BL),German,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,28.25180769124809,31.40566319477437,34.57114750629145,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,Internship,3-4 years VET,3-4 years VET
1013196,Thurgau (TG),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,2.22779900949583,2.978245041990508,,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
1013199,Zurich (ZH),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,17.7501205541524,29.70740097556742,15.37096577386521,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1013202,Basel-Landschaft (BL),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.300903710070871,3.435610865395226,3.686515895490728,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1013204,Schwyz (SZ),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),No valid response,Valid response,Valid response,,74.26633603952618,43.07332427784926,High,Low,Advanced requirements & Alternative/non-assignable study programme,,NET,3-4 years VET
