resp_id,aes_canton,aes_langreg,t0sex,t0fmedu_comp,t0immig,t1bqvalids,t2bqvalids,t3bqvalids,t1wt,t2wt,t3wt,t0hisei08_3q,t0wlem_3q,t0st_nprog_req3,t1educ_class_1_r,t2educ_class_1_r,t3educ_class_1_r
8012595,Valais (VS),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.6548569128780126,.5649235172315635,.6241586183966584,Medium,High,High requirements,3-4 years VET,3-4 years VET,3-4 years VET
8012597,Valais (VS),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.3413101747207186,.3092468289129228,.2897288404371627,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012599,Glarus (GL),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0006371630867776,,,Medium,Medium,High requirements,"Other general education programme (specialized middle school, Waldorf)",,
8012600,Solothurn (SO),German,Male,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",No valid response,Valid response,No valid response,,17.51152952044805,,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,,3-4 years VET,
8012603,Schwyz (SZ),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.0237243031618,3.991072295688678,4.230381468563478,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
8012604,Uri (UR),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.566484300409491,3.836839136080983,2.956968017110493,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
8012606,St. Gallen (SG),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0785389011233608,,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,,
8012610,Geneva (GE),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,13.97420943656396,13.86853779203472,12.13539713510488,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,"Other general education programme (specialized middle school, Waldorf)"
8012614,Appenzell Innerrhoden (AI),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.858174327224347,3.98987134203607,4.549220523164854,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
8012618,St. Gallen (SG),German,Male,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,No valid response,4.587007358216618,7.094835630824281,,Medium,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
8012622,Zurich (ZH),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,29.75619503353585,33.95556763375015,28.14203076528527,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
8012623,Solothurn (SO),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.696134436464501,5.339889450062655,5.62772071356551,High,Medium,Advanced requirements & Alternative/non-assignable study programme,NET,3-4 years VET,3-4 years VET
8012624,Fribourg (FR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,not administered [wave],.2330377667719179,,,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
8012625,Valais (VS),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.335037171672441,2.263842946841701,2.631319907015053,High,Medium,High requirements,Other intermediate solution,Vocational baccalaureate //VET,Vocational baccalaureate //VET
8012626,Solothurn (SO),German,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,8.935205726809853,8.969518120228525,9.256311533234189,Low,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012627,Thurgau (TG),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.145874832427851,4.505232660237912,4.25585323842568,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012629,Ticino (TI),Italian,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.469374933973588,4.761095161304981,5.75488674851798,Medium,Medium,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
8012630,Vaud (VD),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,20.59285811503632,16.14482452230597,19.26168549979659,Medium,Low,Basic/low requirements,10th school year,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
8012632,Berne (BE),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.477095140040849,1.599657012471869,1.920130990966499,Low,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
8012636,Neuchâtel (NE),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,18.50285551033456,17.72498865891133,19.26110115609004,High,Low,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012639,Solothurn (SO),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.265909131460992,3.014291207153896,3.779819789206309,High,Low,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
8012642,Berne (BE),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.907003315893565,5.611592018132789,9.173104972468131,Low,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
8012644,Zurich (ZH),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.279583176761673,,,High,High,High requirements,General baccalaureate,,
8012649,Thurgau (TG),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.870093943239177,3.003139068131458,3.21271695062546,High,High,Advanced requirements & Alternative/non-assignable study programme,General baccalaureate,General baccalaureate,General baccalaureate
8012651,Graubünden (GR),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,5.334598743927732,3.917637282332029,3.928600862796173,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
8012652,Ticino (TI),Italian,Female,Upper secondary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,No valid response,5.258997803823172,5.581095078476062,,Low,Low,Basic/low requirements,Other intermediate solution,NET,
8012653,Nidwalden (NW),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,3.581452506485284,2.688445167630342,,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,
8012655,Zurich (ZH),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,17.53065065341637,14.52230012605074,13.01765637782909,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012657,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,5.995684127112408,5.756399226134976,,Low,High,Advanced requirements & Alternative/non-assignable study programme,Internship,3-4 years VET,
8012658,Berne (BE),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,30.03832858773805,23.60679403787205,21.74701777695297,Medium,Medium,High requirements,Vocational baccalaureate //VET,General baccalaureate,General baccalaureate
8012662,Jura (JU),French,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.094211230855087,2.568517090804207,2.625195777664,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
8012663,St. Gallen (SG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,12.97778687269643,13.67750781107042,10.04216245865753,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
8012666,Solothurn (SO),German,Male,Compulsory schooling only,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,5.491182409983221,4.210222845269919,6.274654435107551,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,Vocational baccalaureate //VET
8012668,St. Gallen (SG),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.666596448605825,5.06953115025172,4.902504698883889,Medium,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
8012675,Uri (UR),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.079069850090204,1.411515017037239,.758667475321617,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012678,Thurgau (TG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.244520474937095,3.404944514250364,3.387271356893168,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
8012680,Berne (BE),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,21.07589387664494,20.30187722580582,20.13213962689516,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012681,Berne (BE),French,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,1.484649654264791,1.489616902097888,1.462384267471082,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012687,Ticino (TI),Italian,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.466991262239589,6.472557712673689,7.253123831186645,,Medium,High requirements,3-4 years VET,3-4 years VET,3-4 years VET
8012690,Ticino (TI),Italian,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.660360534654965,10.98224166034697,9.700936485222925,Low,Medium,Basic/low requirements,Other intermediate solution,NET,NET
8012695,Valais (VS),German,Female,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,No valid response,No valid response,.6234154865653286,,,High,Low,Basic/low requirements,NET,,
8012696,Geneva (GE),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,10.68597310354104,9.686447974357952,11.18455348677432,Low,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
8012697,Basel-Landschaft (BL),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,11.43058007589168,7.172051166186125,7.75755443880389,High,Low,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
8012698,Jura (JU),French,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.802799854002614,.7069707475156634,.8429112940221259,Low,High,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
8012700,Valais (VS),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.8910990144306915,.9232394102919248,.7735895854855387,Medium,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
8012701,St. Gallen (SG),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.1489877586878854,,,Low,Medium,Basic/low requirements,3-4 years VET,,
8012705,Aargau (AG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,60.81531479292107,50.31314211526117,50.33478562402043,High,Low,Advanced requirements & Alternative/non-assignable study programme,Internship,3-4 years VET,3-4 years VET
8012709,Berne (BE),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.278261987871359,1.858014134210963,2.145248805426753,High,High,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
8012711,Berne (BE),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.796076767303918,6.591204504853419,8.380895726780206,Low,Medium,Basic/low requirements,3-4 years VET,NET,Other intermediate solution
8012713,Jura (JU),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0145119692527168,,,Low,High,High requirements,General baccalaureate,,
