t1valids;t2valids;t3valids;t4valids;t5valids;t6valids;t7valids;t8valids;t9valids;t1baum;t2baum;t3baum;t4baum;t5baum;t6baum;t7baum;t8baum;t9baum;sex;reg_ling;typ3;wlerlev3;hiseineu3cat;fmedu;id;hr1_kal;hr2_kal;hr3_kal;hr4_kal;hr5_kal;hr6_kal;hr7_kal;hr8_kal;hr9_kal
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;1;1;1;2;2;;5131;7.60194412;7.816257948;8.222844016;;;;;;
1;1;0;1;1;1;1;0;0;4;1;;3;4;3;3;;;2;2;1;2;1;2;5132;8.944839165;10.99656969;26.19418477;33.13736397;40.42342039;48.34779306;61.61865826;116.9749849;211.5096283
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;2;1;3;3;5133;10.02533052;;;;;;;;
1;1;1;1;0;0;1;1;1;2;2;3;3;;;5;5;3;1;2;2;1;1;3;5134;3.864547649;4.454510426;4.142248082;3.563535277;4.021156463;6.884399828;20.95900583;31.66969009;26.14934517
1;1;1;1;1;1;1;1;1;4;4;6;4;8;8;8;8;8;1;2;1;3;2;2;5135;4.450970033;4.276191244;4.077456504;3.801554706;3.734523482;3.397214287;2.4966664;2.680274035;2.177144791
1;0;0;0;0;0;0;0;0;3;;;;;;;;;1;1;1;2;3;3;5136;21.29216179;22.59285061;;;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;1;2;1;1;;5137;10.32598595;13.84056927;25.78592944;99.10610529;;;;;
1;1;1;1;1;1;1;1;1;2;3;5;5;1;1;1;1;1;1;1;1;2;1;1;5138;17.47878737;18.94852127;19.74503228;18.62304303;18.52700114;18.31653185;18.43675553;18.13849172;16.57087858
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;1;1;2;1;5139;6.669914766;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;8;8;8;1;1;2;1;1;3;1;2;5140;21.08505544;20.72390537;21.91245184;20.47978592;19.46775905;19.89800104;18.16156804;16.11572986;13.43885269
1;1;0;1;1;1;1;1;1;3;3;;5;5;1;1;1;1;2;1;2;1;1;2;5141;27.16828558;27.3810656;37.8408292;60.9971227;53.59198619;62.74357433;69.12646585;181.6042353;152.7122478
1;1;1;1;1;1;1;1;1;3;3;5;7;7;7;7;1;1;2;1;1;2;3;3;5142;11.97045506;12.68683103;13.55268052;14.11567862;13.23449213;13.69156222;12.49674469;11.62406323;10.63615375
1;1;1;1;1;1;1;1;1;1;4;3;3;3;3;3;3;3;2;2;;3;3;2;5143;1.877319879;1.932804435;1.467619869;1.455212985;1.001093313;1.392296931;0.864001176;1.029066933;0.855489774
1;1;1;0;0;1;1;0;0;1;2;4;;;2;2;;;1;2;1;2;2;1;5144;20.71376117;26.38920162;52.54228149;57.31967194;107.5902728;200.5212706;240.934518;298.5291493;
1;0;0;0;0;0;0;0;0;1;;;;;;;;;1;1;2;1;1;1;5145;74.06351065;123.2189015;152.7684118;182.5299905;;;;;
0;1;1;0;0;0;0;0;0;;3;5;;;;;;;2;2;2;1;2;3;5146;9.579298133;16.20665068;12.90558128;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;1;8;8;8;1;8;1;1;1;3;2;1;5147;12.82769189;12.60207142;12.68695237;12.65940513;12.46109957;12.765163;12.1186834;11.16316134;9.779781977
1;1;1;1;1;1;1;1;1;4;4;6;3;8;8;8;8;1;2;1;1;2;3;3;5148;20.48710839;20.01755004;20.77000697;19.78279815;18.95121704;19.60572152;19.07160033;17.90136301;15.16485954
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;2;2;1;2;;5149;4.064860204;5.332590427;3.930544615;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;1;8;8;1;1;2;1;1;3;1;2;5150;35.73997751;33.60268045;34.1422807;31.71132111;29.97010498;30.63245126;27.95925815;24.55938851;20.33737257
1;1;0;1;1;1;1;0;1;4;4;;6;8;8;8;;1;2;2;2;2;;;5151;13.78530846;17.95739088;17.63605467;19.49332419;24.4737144;24.98087836;22.31224684;34.49110158;111.1648061
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;1;2;2;2;3;5152;17.08152184;24.31299024;33.08068074;69.66483713;69.12500232;155.5780736;212.3597997;336.4632073;271.7270007
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;1;1;3;1;3;5153;61.07777138;;;;;;;;
1;1;0;1;1;0;1;0;0;3;3;;5;5;;1;;;2;2;1;1;2;1;5154;10.25903405;12.62571834;13.92955023;22.29184548;33.58389097;32.28553229;33.51069517;41.31107533;
1;1;1;1;1;1;1;1;1;4;4;6;4;3;8;8;1;8;1;2;1;2;1;1;5155;5.116887567;4.87689979;4.694387977;4.276831599;4.390158988;4.088345966;3.054292755;3.178232633;2.701815188
1;1;1;1;1;1;1;1;1;4;4;6;6;6;3;5;8;8;2;2;1;2;3;3;5156;5.461773411;5.003281189;6.779479658;5.791933721;5.560508277;4.945853713;4.188262812;4.672391981;4.511180296
1;1;1;1;1;1;1;1;1;4;4;6;6;4;4;1;8;1;1;1;1;3;1;3;5157;13.14011366;12.84371598;12.91741374;12.97095518;13.03737273;13.35549781;12.95717977;11.77416066;10.27799066
1;1;1;1;0;0;0;0;0;3;3;5;5;;;;;;2;1;1;2;1;1;5158;11.22880893;11.16503136;12.02948622;11.32761897;10.66894449;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;5;1;1;1;1;1;2;2;2;1;2;5159;3.944939221;3.917497977;3.555121512;2.970421086;3.053404073;2.59452737;2.126882411;1.551013671;0.879440789
1;1;1;1;1;1;1;1;1;4;4;6;1;8;8;8;8;7;2;1;1;3;2;2;5160;27.5982859;26.41336352;27.73227149;26.92363934;25.24231304;26.11408856;23.94573721;21.02571104;18.5264201
1;1;1;1;1;0;1;0;0;2;2;4;5;2;;3;;;1;2;2;1;1;1;5161;3.489721717;3.680465686;4.611375343;4.089665203;4.415724669;4.545269305;7.339889629;10.38016859;30.02900665
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;3;1;2;2;;3;2;3;5162;4.699972277;4.796933216;4.590131048;3.954336965;3.394291278;3.48944643;2.736607895;2.258684121;1.103365003
1;1;1;1;1;1;1;1;1;4;4;6;6;7;7;7;1;1;1;2;;2;1;1;5163;3.372989977;3.770795618;3.88612882;3.640133523;3.54679106;3.588259806;2.596251906;2.237071719;3.388235641
1;1;1;1;0;0;0;0;0;3;3;5;5;;;;;;2;2;;2;1;2;5164;4.379031581;4.564104644;4.429266942;3.872031218;3.357242326;5.955109499;10.58900604;32.47688779;73.891736
1;0;1;1;1;1;1;1;1;3;;5;5;7;7;7;8;1;2;2;;2;3;2;5165;2.034626661;2.076742901;1.942751797;1.855832742;1.230526416;1.453996916;0.793431387;0.971216852;0.74061993
1;1;1;1;1;1;1;0;1;4;4;6;1;8;8;8;;1;1;1;1;3;3;3;5166;11.1155217;11.35852312;11.56028071;11.52172902;11.24867047;11.52314941;11.17947983;10.92222222;15.42312301
1;1;1;1;1;1;1;1;0;3;3;5;1;1;1;1;1;;1;2;1;2;3;3;5167;5.741096564;6.288114255;6.749885548;7.18309091;9.533008867;9.017731142;7.381567468;8.166906578;9.964320366
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;1;2;1;1;2;5168;38.55344237;47.17786417;;;;;;;
1;1;1;1;1;0;0;0;0;3;3;5;3;1;;;;;2;1;1;2;2;3;5169;41.31226769;42.06522953;46.64391542;45.26098821;44.3137324;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;3;1;1;1;1;2;1;1;2;2;3;5170;12.03360344;12.61326133;14.06060138;13.2364473;12.65015998;13.30725261;12.37796391;11.51806667;9.918860014
1;1;1;1;1;1;1;1;0;4;4;6;6;8;8;8;8;;1;2;;2;3;2;5171;4.898481677;5.247887001;5.066293074;4.703739185;4.555448963;4.632390298;3.374637525;2.900661126;3.513472383
1;1;1;1;1;1;1;1;1;4;4;6;4;1;8;8;8;1;1;2;1;3;3;3;5172;6.153459365;5.744754244;5.485828499;5.634428733;6.825453558;7.815932441;6.501241389;7.297520875;6.169899221
1;1;1;1;1;1;1;1;1;3;3;5;5;8;8;8;1;1;2;1;1;2;2;2;5173;27.05439082;25.46280374;27.00303433;25.37147877;24.29129815;24.82814147;22.66147136;20.48707877;18.0869339
1;0;0;0;0;0;0;0;0;2;;;;;;;;;1;2;1;1;2;3;5174;9.546361672;14.95699402;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;8;3;2;1;1;3;2;2;5175;16.65954624;15.69515741;16.0637401;14.95586416;13.95657246;14.43858052;13.23969067;11.7385289;9.778893979
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;2;1;2;3;2;5176;6.287768288;6.515188224;6.613373338;;;;;;
1;1;1;1;1;1;1;1;1;2;2;4;5;5;5;4;1;1;1;1;1;2;1;2;5177;22.46119545;26.17037286;29.15514694;28.74260553;28.27988569;31.27723959;32.35068626;38.27244008;52.78939616
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;1;1;1;1;3;3;2;5178;15.44239472;15.48268518;15.72658918;15.30061686;14.94465501;15.03148651;14.2702311;13.31505822;12.25569343
1;1;1;1;1;1;1;1;1;3;3;5;1;1;1;1;1;1;2;2;;2;2;3;5179;2.716915208;2.849934148;2.86343457;2.469911487;2.139598209;2.263802574;1.800951681;1.505833231;0.769463289
1;0;0;0;0;0;0;0;0;1;;;;;;;;;1;1;1;2;1;1;5180;110.6572327;131.046117;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;5;5;8;8;1;2;2;2;1;2;2;5181;8.13900986;10.13011313;8.319420698;6.417292942;6.493900071;5.756778953;4.248067541;4.26032012;5.063340935
1;1;1;1;1;1;1;1;1;3;3;5;4;8;8;3;1;3;2;2;2;2;2;3;5182;5.98476246;8.450547647;6.17835286;4.765040402;4.720553486;4.066005661;2.907897112;2.548084672;3.147344165
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;8;8;1;1;1;3;3;3;5183;7.366599951;7.393368583;7.641748161;7.423655155;7.22470235;9.100638165;9.594138629;9.9010796;9.748634189
1;1;1;1;0;0;0;0;0;4;2;4;5;;;;;;1;2;;2;2;2;5184;3.988643696;4.523057872;4.381948416;4.109448296;4.028948117;6.948440566;;;
1;1;1;1;1;1;1;1;1;2;1;5;5;5;8;8;3;1;2;2;1;2;3;3;5185;4.789460345;4.288973643;4.119400122;3.459126438;3.306001694;2.940558657;2.250805845;2.350621803;2.28960747
1;1;1;1;1;1;1;1;1;3;3;5;1;1;1;3;1;1;1;1;1;3;1;2;5186;21.17576203;22.27779366;22.94102777;23.52151765;24.68079973;26.80491451;26.98085314;25.55828671;24.7018992
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;2;2;2;1;2;5187;3.781033203;4.48408256;;;;;;;
1;1;1;1;1;1;1;1;0;2;2;7;7;7;7;7;2;;1;1;1;3;1;1;5188;54.67020743;56.25156062;58.0318912;56.5838151;55.07208686;57.8489969;54.91928919;51.76263933;53.04254467
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;1;2;3;3;5189;5.99073441;7.436993777;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;5;1;1;1;1;1;2;;2;1;2;5190;3.53949992;3.989990637;3.965637931;3.690625297;3.569888163;3.672396333;2.836506021;2.420077237;3.186709042
1;1;1;1;1;1;1;1;1;3;3;5;5;4;1;1;1;1;1;2;2;3;2;1;5191;4.451348105;4.418387313;3.98897527;3.324602858;3.403608758;2.976545357;2.440044394;1.807225555;1.012055198
1;1;1;1;1;1;1;1;1;3;3;5;5;1;1;1;1;1;1;2;;2;;2;5192;3.424864093;3.811220139;3.699571385;3.437235195;3.397460884;3.395865674;2.526230448;2.395855754;3.069958348
1;1;1;1;0;1;0;0;1;4;4;6;6;;3;;;8;1;2;1;1;1;2;5193;6.523904015;6.372906293;6.377373896;6.024938959;5.799176589;8.992935484;7.903188054;25.60226085;118.0558339
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;1;1;3;3;;5194;11.35202772;;;;;;;;
1;1;1;0;0;0;0;0;0;2;3;5;;;;;;;2;1;2;2;3;3;5195;8.39313584;9.109135203;9.640351553;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;3;8;8;3;8;2;2;1;3;3;3;5196;5.441859825;4.642974477;4.424982046;3.649003688;3.499015091;3.023943653;2.321851651;2.3336295;1.894382491
1;1;1;1;1;1;1;1;1;4;3;5;5;5;5;3;1;1;2;2;1;2;3;2;5197;7.378564191;6.691188677;6.31704204;5.350950447;5.156302631;4.985158004;3.887173341;4.096583388;3.539592348
1;1;1;1;1;1;1;1;1;2;1;5;5;5;5;1;1;1;1;2;2;3;1;2;5198;19.30529627;18.91354569;17.31514916;14.47414298;14.88080729;13.43465909;11.18736272;7.809503077;4.539692534
0;0;1;0;0;0;0;0;0;;;3;;;;;;;2;1;2;1;1;3;5199;117.4430649;123.2687603;139.6450199;154.2761906;139.2532562;155.5780736;212.3597997;336.4632073;271.7270007
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;2;1;2;2;5200;117.4430649;;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;1;1;2;1;2;3;2;5201;5.641926341;5.359278593;5.244616863;4.886169928;4.855879679;4.364187761;3.275280699;3.379657312;2.753379916
1;1;0;1;1;1;0;0;0;3;3;;1;8;8;;;;1;1;1;3;3;3;5202;12.46775055;12.41544628;16.90232882;22.22845355;25.06604835;29.36680849;32.99916475;;
1;1;1;1;1;1;1;1;1;4;4;6;6;6;8;8;8;8;1;2;1;2;3;2;5203;6.537802503;6.067010145;5.797035548;5.262272353;5.238233814;4.707825854;3.48350954;3.746446095;3.102233223
1;1;1;1;1;1;0;0;0;2;3;5;5;3;1;;;;1;2;2;2;1;;5204;7.632439089;7.993544423;7.348321648;6.161763101;6.523213718;5.889274066;5.372170572;8.759541147;
1;0;1;1;1;1;1;1;1;4;;6;8;8;8;8;7;1;1;2;1;3;3;3;5205;5.420456012;5.180579198;5.343773315;5.00659539;4.974258925;4.524974489;3.348210467;3.458588079;2.817026424
1;1;1;1;1;1;0;0;0;3;3;5;5;1;1;;;;1;2;2;2;2;2;5206;3.42489359;3.739684117;4.035328601;3.349401695;3.581926846;3.233827649;;;
1;1;0;0;0;0;0;0;0;2;3;;;;;;;;1;1;1;3;1;3;5207;10.30022635;10.75332832;11.31679062;18.45002668;;;;;
1;1;1;0;0;0;0;0;0;3;3;5;;;;;;;2;1;1;3;3;3;5208;16.99241289;16.50766244;17.05542161;;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;2;3;3;3;5209;3.275309232;;;;;;;;
1;1;1;1;1;1;0;0;0;3;3;5;5;5;3;;;;2;2;1;3;3;2;5210;6.059927381;5.270524046;5.057277927;4.659140846;6.027582708;5.482805418;;;
1;1;0;0;1;1;1;1;0;2;3;;;5;1;3;1;;1;1;2;1;1;1;5211;59.43710328;75.41155597;97.59467128;182.5299905;159.0288575;216.46649;320.7766634;378.2486617;320.7685128
1;1;1;0;0;0;0;0;0;4;3;5;;;;;;;2;2;;2;1;2;5212;4.672931616;5.078342087;8.572491456;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;1;1;2;1;3;3;3;5213;3.094490774;2.935473187;2.802865136;2.593747294;2.640627785;2.55616367;1.891408222;2.078670669;1.810639823
1;1;1;1;1;1;0;1;1;4;4;6;8;8;8;;8;8;2;1;1;3;3;3;5214;25.18715193;23.47504185;24.08829674;23.12439075;21.59363436;22.33939811;20.48447355;25.71221055;23.05709331
1;1;1;1;1;1;1;1;1;1;3;5;5;1;1;1;1;3;1;1;1;3;2;3;5215;9.487658967;9.883162282;10.18569124;10.02335331;9.930298493;10.43101577;10.49948153;9.794151929;8.847195956
1;1;1;1;1;1;1;1;1;3;3;5;5;3;1;3;1;1;2;1;1;2;3;3;5216;15.52698499;16.88329112;18.65350639;17.86521831;17.85706875;20.88247498;25.32098017;30.21738464;31.30555457
1;1;1;1;1;1;1;0;0;3;3;5;5;5;8;8;;;1;2;;2;;;5217;2.242163278;2.452253819;2.402798923;2.230292013;2.333893118;2.400910095;1.880792195;1.810422297;4.399442309
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;1;1;3;1;1;5218;7.224421033;6.791263079;;;;;;;
1;1;1;1;0;0;0;0;0;3;3;5;5;;;;;;1;1;1;2;2;2;5219;33.60884288;33.92032617;36.1013773;38.15307602;;;;;
1;1;1;1;1;0;1;0;0;3;3;2;2;2;;3;;;2;1;1;3;1;1;5220;19.07373361;18.79220235;19.69228393;18.32760632;17.68227632;20.21828481;24.5608099;24.83346403;66.6548611
1;1;1;0;1;1;1;1;1;3;3;5;;1;1;1;1;3;1;2;2;2;2;1;5221;3.773024087;5.070065153;5.241041798;4.845472806;8.107037515;8.240238101;7.892751387;7.425643533;4.648632865
1;1;1;1;1;1;1;0;0;4;4;5;5;5;4;1;;;1;2;1;2;2;2;5222;4.070990703;6.468841411;6.763779994;6.395847703;6.202856518;6.378309038;5.258825228;9.181575575;20.35909628
1;1;1;1;1;1;1;1;1;3;3;5;4;1;1;4;8;1;1;2;1;3;3;2;5223;3.942543107;3.668742475;3.486203179;3.287573733;3.345815194;3.043614864;2.254478726;2.42082668;2.394584798
1;1;1;1;1;1;1;1;1;2;3;5;5;1;1;1;1;1;1;2;1;2;2;2;5224;6.187590733;6.218236907;6.011747931;5.629098404;5.639546925;5.216492903;4.386099856;6.716716567;7.000421041
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;1;2;2;1;1;5225;34.66581703;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;4;8;8;8;8;1;2;2;2;2;3;3;5226;3.467134279;3.93082477;2.619858769;2.000065737;1.977732998;1.724229032;1.209301375;1.065641723;1.237716184
0;1;0;1;1;0;1;1;1;;3;;1;1;;1;1;1;1;2;1;2;1;2;5227;5.465763082;6.339075283;6.798468837;8.927780175;11.0940078;13.79874835;21.77909384;38.43022192;45.89697729
0;1;0;0;0;0;0;0;0;;3;;;;;;;;2;2;;2;2;1;5228;3.956796643;7.217404736;;;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;;3;1;2;5229;1.823485327;;;;;;;;
1;1;1;1;1;1;1;0;0;4;4;6;6;6;6;6;;;1;2;;1;1;1;5230;3.431953369;3.754942848;3.792379549;3.571941723;3.553654853;3.889550176;3.157242439;5.043174099;21.75455501
1;1;1;1;1;0;1;1;1;3;3;5;5;4;;7;1;1;2;1;1;3;3;2;5231;8.792968049;8.918503199;9.368547456;8.970652283;8.546648656;8.990590855;10.21198606;9.849076589;8.932366961
1;1;1;1;1;0;0;0;0;1;3;5;5;1;;;;;1;1;1;2;1;1;5232;10.57575842;15.69983566;19.29668645;32.63330139;38.32084471;41.48597359;84.01055592;233.2439434;450.114865
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;1;2;3;3;5233;23.66862959;;;;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;2;1;2;3;5234;39.12928081;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;4;4;3;2;1;2;1;1;3;2;3;5235;9.397474607;9.259565159;9.981586305;9.744704956;9.221376619;10.35395631;9.758185445;9.690930747;8.792116704
1;1;1;0;0;0;0;0;0;3;3;5;;;;;;;2;1;2;2;1;2;5236;38.04192447;39.23230646;40.49169947;;;;;;
1;1;1;1;1;1;1;0;0;3;3;5;1;1;1;1;;;1;2;;2;1;3;5237;5.267742195;5.112575892;4.70683278;4.754306227;4.480911208;3.715202514;2.814710805;5.44831096;5.074085424
1;1;1;1;1;1;1;0;1;3;3;5;5;8;8;8;;8;2;2;;2;1;2;5238;4.710570002;5.527775482;5.329565297;4.670818797;4.215851497;4.386771054;3.42445578;3.025774391;2.910607083
1;1;0;0;0;0;0;0;0;4;4;;;;;;;;1;1;1;3;1;3;5239;10.18193059;10.30858154;10.45822175;;;;;;
1;1;1;1;1;0;1;0;0;4;4;6;6;3;;8;;;2;2;;2;3;3;5240;4.939621089;5.37146745;5.261688095;4.593900833;3.914290777;4.26528524;5.645549436;7.567413348;9.770996838
1;0;1;1;1;1;1;0;0;3;;1;1;1;1;3;;;2;1;2;1;1;2;5241;80.78443708;112.7663216;139.6450199;154.2761906;139.2532562;155.5780736;212.3597997;336.4632073;271.7270007
0;1;1;1;1;1;1;1;1;;1;5;5;2;1;7;1;1;2;1;1;3;2;2;5242;49.59047272;69.84382883;90.19260241;117.6143911;123.7471595;196.6453808;288.872913;375.7966877;354.6603477
1;1;1;1;1;1;1;0;0;4;4;2;6;4;4;5;;;1;2;;2;1;3;5243;5.419726099;7.457763937;8.355969691;9.189213072;11.37744771;13.77604472;13.67882481;18.4706887;83.34588562
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;2;;2;1;3;5244;6.222737595;6.847910408;;;;;;;
1;1;1;1;1;1;1;1;0;4;4;6;6;4;8;8;1;;1;2;1;2;2;2;5245;5.285136064;5.040071307;4.908884979;4.555392084;4.652542439;4.181439844;3.187620895;3.402100793;3.083821022
1;1;1;1;1;1;1;1;1;4;4;6;6;6;6;1;8;1;2;2;1;2;1;3;5246;4.082449163;4.440985322;4.627566655;3.886015151;3.67542686;3.269147833;2.549115654;2.805553079;2.605016316
1;1;0;1;0;0;0;0;0;2;3;;5;;;;;;2;1;2;1;1;1;5247;19.7459208;22.5796201;25.05200842;52.35723514;45.29461526;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;2;2;3;3;5248;35.53197068;;;;;;;;
1;1;1;1;1;1;1;1;1;2;3;5;5;5;4;1;1;1;2;1;2;2;2;;5249;26.05996508;25.27803916;26.99060874;26.87001541;19.95582828;18.18316178;15.36762551;21.3957618;15.79344534
1;1;1;1;1;1;1;1;1;4;4;6;6;1;8;7;1;3;1;2;1;3;3;3;5250;3.859705874;3.72770711;3.610891941;3.35212699;3.373855472;3.084891576;2.282635248;2.391525733;1.935433814
1;1;1;1;1;1;1;0;0;2;3;5;5;5;1;1;;;1;1;2;2;1;1;5251;48.50126477;51.52065411;53.73262929;59.13161005;42.47246693;53.02937828;63.35342255;82.86893238;169.4199909
1;1;1;1;1;1;1;1;1;3;3;7;7;7;7;1;1;1;1;1;1;2;1;3;5252;25.11222593;26.16410046;26.72096119;26.35127628;25.66728218;26.11661571;25.33770658;23.80676233;21.60112048
1;1;0;1;0;0;0;0;0;3;3;;2;;;;;;2;1;2;1;1;3;5253;30.35048407;29.78514703;32.4023943;63.55860769;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;1;2;1;1;1;5254;28.74892754;;;;;;;;
1;1;1;1;1;1;1;0;0;3;3;5;8;8;8;8;;;2;2;1;2;2;2;5255;8.100561464;7.058466773;6.991787542;5.941174493;6.217508069;5.438717159;4.213650844;4.5593916;6.870773231
1;0;0;1;0;0;0;0;0;2;;;5;;;;;;1;1;2;1;1;1;5256;13.88871685;18.38869397;35.03980213;123.8936687;123.8609504;216.46649;;;
1;1;0;1;0;0;0;0;0;4;4;;6;;;;;;1;2;1;2;3;3;5257;4.67370469;4.557208433;4.37711858;5.429991203;6.682843067;16.56115246;;;
1;1;1;1;1;1;1;1;1;3;3;5;1;4;1;1;1;8;1;1;1;2;2;3;5258;13.27127133;13.2226901;13.73871415;15.93268044;16.26587184;16.27675028;15.77964577;15.14419266;13.55312932
1;1;1;1;1;1;1;0;0;3;3;5;5;5;3;8;;;2;2;;2;2;3;5259;6.744915006;7.071995754;8.755446308;7.660412971;6.488265803;6.864911721;6.6689834;6.946342077;
1;1;1;1;1;1;1;1;1;2;2;5;5;5;3;1;1;1;1;1;1;2;2;1;5260;7.589343247;7.90734386;8.929913441;8.759971444;8.837460415;8.992169716;8.717541912;8.41456487;7.742930728
1;1;1;1;1;1;0;1;1;4;4;6;6;8;8;;8;1;1;2;1;3;3;3;5261;2.996283052;2.956971823;2.86512949;2.643309814;2.587494664;2.325492658;1.758461711;2.269722468;1.947828474
1;0;0;0;1;1;1;1;0;3;;;;1;1;1;1;;1;1;1;3;3;3;5262;15.91773911;15.9252002;17.95972043;37.5280404;65.85209916;101.1979638;202.2021864;397.724809;450.114865
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;1;2;2;2;5263;24.84508218;;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;4;1;8;8;8;8;2;1;1;3;2;2;5264;10.60072897;9.909570688;10.10536989;9.638196003;9.023682024;9.335326408;8.687802282;7.62978822;6.412035767
1;1;1;1;1;1;1;0;1;3;3;5;5;4;7;7;;1;1;2;2;2;1;3;5265;3.762397495;3.913659441;3.561392541;2.94422539;3.186245122;2.786455142;2.371641175;1.923667263;2.161132359
1;1;1;1;1;0;1;0;0;3;3;5;4;1;;5;;;1;1;1;2;2;1;5266;8.392018317;8.485160937;9.029251838;9.197804074;9.035162983;9.401689073;12.05955949;;
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;2;1;2;2;2;5267;10.37985992;14.54183183;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;8;1;2;;3;2;3;5268;3.098257861;3.372699879;3.233544897;2.996736709;2.94553032;3.120664665;2.338453834;2.066260424;2.444115905
1;1;1;1;1;1;1;1;1;2;3;5;5;5;1;8;1;1;2;1;1;3;1;2;5269;16.79608073;16.33583482;17.17380684;16.62007304;15.94176411;16.49233329;15.34062006;13.88890906;12.75073879
1;1;1;1;1;1;1;1;1;3;3;5;5;1;1;1;7;1;2;2;1;3;1;2;5270;4.522459765;4.026836829;3.813571977;3.192990409;3.011562737;2.67866677;2.038462588;2.111700345;1.751349208
0;0;1;1;0;0;1;0;1;;;5;3;;;2;;2;2;2;1;1;2;1;5271;7.482321172;9.642813909;19.47415504;17.60052681;18.95811598;28.26979694;63.29870404;158.7356375;211.5096283
1;1;1;1;1;1;1;1;1;2;3;5;5;5;5;5;7;1;2;2;2;2;2;2;5272;5.220302977;6.50317153;4.764853633;3.650035845;3.621706883;3.56916534;2.682693312;2.664738058;3.512163933
1;1;1;1;1;1;1;1;1;3;3;5;5;5;1;1;8;8;2;1;1;2;2;2;5273;16.81228607;17.84040692;18.45681383;17.73067112;16.93948136;17.31384783;16.10476557;14.89836396;12.722099
1;1;1;1;1;1;1;1;1;4;4;6;6;4;3;1;8;8;1;2;1;3;3;3;5274;3.897494192;3.688165398;3.731680768;3.859850243;4.116015446;3.744249178;2.799548752;3.003391606;2.461628048
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;2;2;1;1;5275;24.1634786;24.89826156;30.1488366;49.02411061;49.23715691;67.71245605;64.97937991;;
1;1;1;0;1;1;1;0;1;2;3;5;;1;1;1;;1;1;1;1;2;1;1;5276;22.01223557;25.8870446;29.95952861;40.89538602;64.54684705;103.7373296;155.3888105;199.1076336;311.3260953
1;1;1;1;0;1;1;1;0;2;3;5;8;;8;1;1;;1;2;;2;2;3;5277;2.604033922;3.017665349;3.994922551;5.060341563;5.554588735;9.015925279;7.519344769;21.14372183;13.36845497
1;1;0;1;1;1;1;1;1;3;3;;5;5;8;8;1;1;2;2;1;2;1;2;5278;17.95919414;22.57917019;25.12302387;28.41723062;31.83432202;38.07493771;32.56874699;60.6569543;89.87976596
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;1;1;2;3;3;5279;13.14906105;13.69834917;;;;;;;
1;1;1;1;1;1;1;1;0;3;3;5;4;4;8;8;1;;1;1;1;3;1;1;5280;24.06475832;24.08727974;24.7444738;27.52816447;31.05162709;31.0723941;29.59213816;27.62502068;28.24824768
